time,id,username,text
2021-11-18 13:31:21+00:00,1461326162567720972,Ivoox Indonesia,b'CISSReC: Ribuan Data Polri Bocor dan Dibagikan Gratis https://t.co/eYr9JGGiK4'
2021-11-18 13:24:55+00:00,1461324543138484224,makLambeTurah#PalingManis🥰,"b'Heboh Database Polri Kena Hack, Semua Data Pribadi Polisi Berkasus Bocor, Ada 3 Jenderal\nhttps://t.co/jmxz8O0OwG https://t.co/YZvT35K4pe'"
2021-11-18 13:14:24+00:00,1461321893504598018,Surabaya Coret,b'Ribuan Data Personel Polri Bocor di Internet https://t.co/Hzxh1wfE87'
2021-11-18 12:35:37+00:00,1461312134990626823,Defrian,"b'@dawsmuhammad Nah kalo gue td sempet casenya gitu uss. Cuma ketika d cek untuk tagihan bulan depan, itu tiba-tiba udah normal lagi (balik k kisaran 170-200ribuan) \nMknya gw agak debat soal itu tadi, kalo emang bocor kenapa data bulan depannya ga konsisten (bisa tiba-tiba normal tana perbaikan)'"
2021-11-18 11:46:48+00:00,1461299850226532355,MediaBlitar.com,"b'POLRI Ketiwasan, Ribuan Data Pribadi dan Data Pelanggaran Personilnya Bocor ke RaidForum https://t.co/XK9x7n7I0O'"
2021-11-18 11:29:27+00:00,1461295482278342658,Irene Ang,"b'Database Polri Kena Hack,\nSemua Data Polisi Berkasus Bocor, Ada 3 nama Jenderal didalamnya\nhttps://t.co/DP0iXfzEJr\n\nHhhhmmm..... Kok bisa ya ?! \xf0\x9f\x99\x84\xf0\x9f\xa4\x94'"
2021-11-18 10:41:24+00:00,1461283390171213825,BORNEONEWS,b'CISSReC: Ribuan Data Polri Bocor dan Dibagikan Secara Gratis\nhttps://t.co/SAsvBUHNNI'
2021-11-18 10:22:58+00:00,1461278750692184068,Barisan.co,"b'Situs data server Polri diretas, ribuan data anggota bocor dan dibagikan secara gratis.\n\nhttps://t.co/Gvo1BCbECV'"
2021-11-18 10:16:14+00:00,1461277058277863427,CISSReC,b'Ribuan Data Polri Bocor dan Dibagikan Secara Gratis https://t.co/geW25eqiHs'
2021-11-18 10:13:36+00:00,1461276396584534018,Busthomi,"b'https://t.co/pvN6JCKpJ0\n\nWow, UU PDP mutlak segera disahkan gini mah'"
2021-11-18 09:36:37+00:00,1461267087679098882,Republika.co.id,b'File tersebut berisi banyak informasi penting dari data pribadi personel kepolisian. https://t.co/4WsCLPFjkX'
2021-11-18 09:35:07+00:00,1461266711881998340,abangoek,b'dan terjadi lg. \nx ini data diumbar kyo ning pasar bedah \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\nhttps://t.co/Qf2iT9AvZX'
2021-11-18 09:34:08+00:00,1461266462018965504,Jawa Pos,b'CISSReC Sebut Ribuan Data Polri Bocor dan Dibagikan Secara Gratis https://t.co/ntWZAqLchj'
2021-11-18 09:28:00+00:00,1461264919278534658,detikinet,"b'Kebocoran data pribadi kembali terjadi, nahasnya kali ini menimpa kepolisian. Diduga ribuan data anggota polisi bocor dan dibagikan secara gratis di internet. https://t.co/BULJiQTcLu'"
2021-11-18 09:04:56+00:00,1461259116119093250,kepin #ThankyouOle,"b'@Spumino_ @yourmedicine27 @unclwn @yunaituq @txtdrberseragam websitenya aman, tapi datanya bocor dan dicuri sama si hackernya. isinya data pribadi sama jenis pelanggaran yang pernah dilakukan'"
2021-11-18 09:04:43+00:00,1461259059730866179,Dedi Mardiana,"b'Pancasila..puya polisi namun data polisi yg bocor dari oknum jendral dan kapten, brigaadil bermasalah ahirnya tercium juga .keburukan kebusukan walau di bukus rapih tetap tercium bau .. https://t.co/18pdcOxLD0'"
2021-11-18 09:00:03+00:00,1461257884449206272,inilahcom,b'Sebanyak 28 Ribu Lebih Data Personel Polri Bocor dan Bebas Diperjualbelikan\n\n#inilahcom #inilahdotcom\nhttps://t.co/NiztoEJq7e'
2021-11-18 08:48:45+00:00,1461255041679953921,CNBC Indonesia,b'Duh! Data Kepolisian RI Dilaporkan Bocor https://t.co/JFcWRBGrxt'
2021-11-18 08:37:00+00:00,1461252083877830661,Liputan6.com,b'Ada dua database Polri yang diboborkan hacker. Apa saja isinya?\nhttps://t.co/2GoLjv0KzH'
2021-11-18 08:34:17+00:00,1461251400348934148,𝕎𝕚𝕟 𝕁𝕠𝕘𝕠 ℝ𝕠𝕘𝕠,"b'Kebocoran data pribadi kembali terjadi, nahasnya kali ini menimpa kepolisian. Diduga ribuan data anggota polisi bocor dan dibagikan secara gratis di internet. https://t.co/MzmmQgVhkc'"
2021-11-18 08:23:37+00:00,1461248717076545536,Aktual Official,b'Duh! Ribuan Data Personil Polri Bocor dan Dibagikan Secara\xc2\xa0Gratis? https://t.co/crdVQBknKv'
2021-11-18 08:17:33+00:00,1461247189787856896,detikcom,"b'Kebocoran data pribadi kembali terjadi, nahasnya kali ini menimpa kepolisian. Diduga ribuan data anggota polisi bocor dan dibagikan secara gratis di internet. https://t.co/zJvzBu7jfa'"
2021-11-18 08:13:20+00:00,1461246131300487171,candra arifka,"b'@democrazymedia sering banget data pemerintah bocor, udah kayak open source aja'"
2021-11-18 07:48:39+00:00,1461239917216894976,Shela Marliana,"b'Waduh, Ribuan Data Anggota Polisi Bocor di Internet https://t.co/5zR4mWRDBb'"
2021-11-18 07:45:55+00:00,1461239231460773888,AF,"b'Data Polri bocor, jadi keinget episode Ticking Clocks di Brooklyn Nine-Nine. Bahaya kalau data anggota polisi yang masih bertugas jadi under-cover agent terungkap.\n\nPray for the best.\n\nSource:\nhttps://t.co/eaCeXt0NOr https://t.co/9MBFJptFmo'"
2021-11-18 07:30:15+00:00,1461235286092832771,𝐌𝐚𝐬𝐛𝐚𝐦 (Fully 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐞𝐝)⚡️,b'data di quora ngapa bocor ke twitter dah'
