text,clean,casefolding,tokenize,stopwords,stemming
"b'@txtdaritekno Gak usah sok keren data bocor di darkweb, karena warga negara udah sering kebocoran data ktp &amp; KK di bungkus kacang &amp; gorengan \xf0\x9f\x98\x82'", Gak usah sok keren data bocor di darkweb karena warga negara udah sering kebocoran data ktp amp KK di bungkus kacang amp gorengan , gak usah sok keren data bocor di darkweb karena warga negara udah sering kebocoran data ktp amp kk di bungkus kacang amp gorengan ,"['gak', 'usah', 'sok', 'keren', 'data', 'bocor', 'di', 'darkweb', 'karena', 'warga', 'negara', 'udah', 'sering', 'kebocoran', 'data', 'ktp', 'amp', 'kk', 'di', 'bungkus', 'kacang', 'amp', 'gorengan']","['gak', 'sok', 'keren', 'data', 'bocor', 'darkweb', 'warga', 'negara', 'udah', 'kebocoran', 'data', 'ktp', 'amp', 'kk', 'bungkus', 'kacang', 'amp', 'gorengan']",gak sok keren data bocor darkweb warga negara udah bocor data ktp amp kk bungkus kacang amp goreng
b'@ameamakunai Bisa aja email kak ame bocor trus ada nomornya yang nyambung(?) ke emailnya. Mending cari di getcontact trus di-block kak kalo ngga kenal. Soalnya belum ada cara buat ngatasin data bocor', Bisa aja email kak ame bocor trus ada nomornya yang nyambung ke emailnya Mending cari di getcontact trus diblock kak kalo ngga kenal Soalnya belum ada cara buat ngatasin data bocor, bisa aja email kak ame bocor trus ada nomornya yang nyambung ke emailnya mending cari di getcontact trus diblock kak kalo ngga kenal soalnya belum ada cara buat ngatasin data bocor,"['bisa', 'aja', 'email', 'kak', 'ame', 'bocor', 'trus', 'ada', 'nomornya', 'yang', 'nyambung', 'ke', 'emailnya', 'mending', 'cari', 'di', 'getcontact', 'trus', 'diblock', 'kak', 'kalo', 'ngga', 'kenal', 'soalnya', 'belum', 'ada', 'cara', 'buat', 'ngatasin', 'data', 'bocor']","['aja', 'email', 'kak', 'ame', 'bocor', 'trus', 'nomornya', 'nyambung', 'emailnya', 'mending', 'cari', 'getcontact', 'trus', 'diblock', 'kak', 'kalo', 'ngga', 'kenal', 'ngatasin', 'data', 'bocor']",aja email kak ame bocor trus nomor nyambung email mending cari getcontact trus diblock kak kalo ngga kenal ngatasin data bocor
b'Data yang Bocor Berpotensi Disalahgunakan Pelaku Terorisme https://t.co/89OI5jwAyX',Data yang Bocor Berpotensi Disalahgunakan Pelaku Terorisme ,data yang bocor berpotensi disalahgunakan pelaku terorisme ,"['data', 'yang', 'bocor', 'berpotensi', 'disalahgunakan', 'pelaku', 'terorisme']","['data', 'bocor', 'berpotensi', 'disalahgunakan', 'pelaku', 'terorisme']",data bocor potensi disalahgunakan laku terorisme
b'Kok data lu bocor yaa?? Hmm isok ae lak mbujuki -rek https://t.co/kaxaeuCZAb',Kok data lu bocor yaa Hmm isok ae lak mbujuki rek ,kok data lu bocor yaa hmm isok ae lak mbujuki rek ,"['kok', 'data', 'lu', 'bocor', 'yaa', 'hmm', 'isok', 'ae', 'lak', 'mbujuki', 'rek']","['data', 'lu', 'bocor', 'yaa', 'hmm', 'isok', 'ae', 'lak', 'mbujuki', 'rek']",data lu bocor yaa hmm isok ae lak mbujuki rek
b'CISSReC Sebut Data Pribadi Bocor Bisa Digunakan\xc2\xa0Teroris https://t.co/jFvxMfEYlH',CISSReC Sebut Data Pribadi Bocor Bisa,cissrec sebut data pribadi bocor bisa,"['cissrec', 'sebut', 'data', 'pribadi', 'bocor', 'bisa']","['cissrec', 'data', 'pribadi', 'bocor']",cissrec data pribadi bocor
"b'@jeniushelp @yosimadsu Nasabah terpedaya karena data bocor halus, kirain bank beneran terpercaya ternyata cuma bisa ngeles, jebakan betmen'",Nasabah terpedaya karena data bocor halus kirain bank beneran terpercaya ternyata cuma bisa ngeles jebakan betmen,nasabah terpedaya karena data bocor halus kirain bank beneran terpercaya ternyata cuma bisa ngeles jebakan betmen,"['nasabah', 'terpedaya', 'karena', 'data', 'bocor', 'halus', 'kirain', 'bank', 'beneran', 'terpercaya', 'ternyata', 'cuma', 'bisa', 'ngeles', 'jebakan', 'betmen']","['nasabah', 'terpedaya', 'data', 'bocor', 'halus', 'kirain', 'bank', 'beneran', 'terpercaya', 'ngeles', 'jebakan', 'betmen']",nasabah daya data bocor halus kirain bank beneran percaya ngeles jebak betmen
"b'Banyak banget lho risiko dari data pribadi yang bocor. Makanya Sobat Keva harus hati-hati jaga data pribadi, jangan sampai data diri sampai di tangan yang tidak bertanggung jawab.\n\n#yukevaid #digitalfuture #fakta #faktakeva #faktaunik #peretasan #hacker #datapribadi #illegal'",Banyak banget lho risiko dari data pribadi yang bocor Makanya Sobat Keva harus hatihati jaga data pribadi jangan sampai data diri sampai di tangan yang tidak bertanggung jawabnn ,banyak banget lho risiko dari data pribadi yang bocor makanya sobat keva harus hatihati jaga data pribadi jangan sampai data diri sampai di tangan yang tidak bertanggung jawabnn ,"['banyak', 'banget', 'lho', 'risiko', 'dari', 'data', 'pribadi', 'yang', 'bocor', 'makanya', 'sobat', 'keva', 'harus', 'hatihati', 'jaga', 'data', 'pribadi', 'jangan', 'sampai', 'data', 'diri', 'sampai', 'di', 'tangan', 'yang', 'tidak', 'bertanggung', 'jawabnn']","['banget', 'lho', 'risiko', 'data', 'pribadi', 'bocor', 'sobat', 'keva', 'hatihati', 'jaga', 'data', 'pribadi', 'data', 'tangan', 'bertanggung', 'jawabnn']",banget lho risiko data pribadi bocor sobat keva hatihati jaga data pribadi data tangan tanggung jawabnn
b'CISSReC: Teroris Pakai Data WNI yang Bocor untuk Rekrut Anggota Baru https://t.co/mbNOaQvx3v https://t.co/Z7v26Avonj',CISSReC Teroris Pakai Data WNI yang Bocor untuk Rekrut Anggota Baru,cissrec teroris pakai data wni yang bocor untuk rekrut anggota baru,"['cissrec', 'teroris', 'pakai', 'data', 'wni', 'yang', 'bocor', 'untuk', 'rekrut', 'anggota', 'baru']","['cissrec', 'teroris', 'pakai', 'data', 'wni', 'bocor', 'rekrut', 'anggota']",cissrec teroris pakai data wni bocor rekrut anggota
b'Data bocor dapat digunakan oleh pelaku terorisme\n\nhttps://t.co/PIZ2VZRvK7',Data bocor dapat digunakan oleh pelaku terorismenn,data bocor dapat digunakan oleh pelaku terorismenn,"['data', 'bocor', 'dapat', 'digunakan', 'oleh', 'pelaku', 'terorismenn']","['data', 'bocor', 'pelaku', 'terorismenn']",data bocor laku terorismenn
b'@isekaiu Lagi perbaikan kali bok gara2 data ktp bocor', Lagi perbaikan kali bokdata ktp bocor, lagi perbaikan kali bokdata ktp bocor,"['lagi', 'perbaikan', 'kali', 'bokdata', 'ktp', 'bocor']","['perbaikan', 'kali', 'bokdata', 'ktp', 'bocor']",baik kali bokdata ktp bocor
b'Data Bocor Bisa Digunakan Oleh Pelaku\xc2\xa0Terorisme https://t.co/nm0MLlWvDj',Data Bocor Bisa Digunakan Oleh,data bocor bisa digunakan oleh,"['data', 'bocor', 'bisa', 'digunakan', 'oleh']","['data', 'bocor']",data bocor
b'Gilaa ada yang ngaku pinjol nelp ke mutual twitter gw yang sama sekali gw gakpunya nomernya. Tapi dia tau nama lengkap gue dan alamat. Serem banget apalagi pas cek nomernya di Getcontact. Dari mana yaa taunya? Masa data gw bocor? https://t.co/7mIAMdZptM',Gilaa ada yang ngaku pinjol nelp ke mutual twitter gw yang sama sekali gw gakpunya nomernya Tapi dia tau nama lengkap gue dan alamat Serem banget apalagi pas cek nomernya di Getcontact Dari mana yaa taunya Masa data gw bocor ,gilaa ada yang ngaku pinjol nelp ke mutual twitter gw yang sama sekali gw gakpunya nomernya tapi dia tau nama lengkap gue dan alamat serem banget apalagi pas cek nomernya di getcontact dari mana yaa taunya masa data gw bocor ,"['gilaa', 'ada', 'yang', 'ngaku', 'pinjol', 'nelp', 'ke', 'mutual', 'twitter', 'gw', 'yang', 'sama', 'sekali', 'gw', 'gakpunya', 'nomernya', 'tapi', 'dia', 'tau', 'nama', 'lengkap', 'gue', 'dan', 'alamat', 'serem', 'banget', 'apalagi', 'pas', 'cek', 'nomernya', 'di', 'getcontact', 'dari', 'mana', 'yaa', 'taunya', 'masa', 'data', 'gw', 'bocor']","['gilaa', 'ngaku', 'pinjol', 'nelp', 'mutual', 'twitter', 'gw', 'gw', 'gakpunya', 'nomernya', 'tau', 'nama', 'lengkap', 'gue', 'alamat', 'serem', 'banget', 'pas', 'cek', 'nomernya', 'getcontact', 'yaa', 'taunya', 'data', 'gw', 'bocor']",gilaa ngaku pinjol nelp mutual twitter gw gw gakpunya nomernya tau nama lengkap gue alamat rem banget pas cek nomernya getcontact yaa tau data gw bocor
"b'@bertanyarl Buat temen2 pengguna smartphone, gak usah takut data kita bocor, ya karena emang udah bocor.'", Buatpengguna smartphone gak usah takut data kita bocor ya karena emang udah bocor, buatpengguna smartphone gak usah takut data kita bocor ya karena emang udah bocor,"['buatpengguna', 'smartphone', 'gak', 'usah', 'takut', 'data', 'kita', 'bocor', 'ya', 'karena', 'emang', 'udah', 'bocor']","['buatpengguna', 'smartphone', 'gak', 'takut', 'data', 'bocor', 'ya', 'emang', 'udah', 'bocor']",buatpengguna smartphone gak takut data bocor ya emang udah bocor
"b'@bertanyarl gini ya, tiap kalian pasang app baru dihp pasti dimintain persetujuan buat terhubung dengn apapun dihp kalian kan? tiap kalian mengizinkan itu maka secara gak langsung kalian mengizinkan data hingga identitas kalian bocor, jdi jgn heran lagi,'", gini ya tiap kalian pasang app baru dihp pasti dimintain persetujuan buat terhubung dengn apapun dihp kalian kan tiap kalian mengizinkan itu maka secara gak langsung kalian mengizinkan data hingga identitas kalian bocor jdi jgn heran lagi, gini ya tiap kalian pasang app baru dihp pasti dimintain persetujuan buat terhubung dengn apapun dihp kalian kan tiap kalian mengizinkan itu maka secara gak langsung kalian mengizinkan data hingga identitas kalian bocor jdi jgn heran lagi,"['gini', 'ya', 'tiap', 'kalian', 'pasang', 'app', 'baru', 'dihp', 'pasti', 'dimintain', 'persetujuan', 'buat', 'terhubung', 'dengn', 'apapun', 'dihp', 'kalian', 'kan', 'tiap', 'kalian', 'mengizinkan', 'itu', 'maka', 'secara', 'gak', 'langsung', 'kalian', 'mengizinkan', 'data', 'hingga', 'identitas', 'kalian', 'bocor', 'jdi', 'jgn', 'heran', 'lagi']","['gini', 'ya', 'pasang', 'app', 'dihp', 'dimintain', 'persetujuan', 'terhubung', 'dengn', 'apapun', 'dihp', 'mengizinkan', 'gak', 'langsung', 'mengizinkan', 'data', 'identitas', 'bocor', 'jdi', 'jgn', 'heran']",gin ya pasang app dihp dimintain tuju hubung dengn apa dihp izin gak langsung izin data identitas bocor jdi jgn heran
"b'@ariemay15 @nisa_rah @JeniusConnect @jeniushelp Algoritma apa, bisa jelasin dg sederhana?\n\nSesuatu yang begitu sederhana mengenai data bocor halus kok malah dibikin rumit pakai bahasa algoritma.\n\nVictim blaming, denying the victim dan playing victim itu 3 serangkai lingkaran setan. Orang awam pun paham, yang penting jujur.'",Algoritma apa bisa jelasin dg sederhanannSesuatu yang begitu sederhana mengenai data bocor halus kok malah dibikin rumit pakai bahasa algoritmannVictim blaming denying the victim dan playing victim ituserangkai lingkaran setan Orang awam pun paham yang penting jujur,algoritma apa bisa jelasin dg sederhanannsesuatu yang begitu sederhana mengenai data bocor halus kok malah dibikin rumit pakai bahasa algoritmannvictim blaming denying the victim dan playing victim ituserangkai lingkaran setan orang awam pun paham yang penting jujur,"['algoritma', 'apa', 'bisa', 'jelasin', 'dg', 'sederhanannsesuatu', 'yang', 'begitu', 'sederhana', 'mengenai', 'data', 'bocor', 'halus', 'kok', 'malah', 'dibikin', 'rumit', 'pakai', 'bahasa', 'algoritmannvictim', 'blaming', 'denying', 'the', 'victim', 'dan', 'playing', 'victim', 'ituserangkai', 'lingkaran', 'setan', 'orang', 'awam', 'pun', 'paham', 'yang', 'penting', 'jujur']","['algoritma', 'jelasin', 'dg', 'sederhanannsesuatu', 'sederhana', 'data', 'bocor', 'halus', 'dibikin', 'rumit', 'pakai', 'bahasa', 'algoritmannvictim', 'blaming', 'denying', 'the', 'victim', 'playing', 'victim', 'ituserangkai', 'lingkaran', 'setan', 'orang', 'awam', 'paham', 'jujur']",algoritma jelasin dg sederhanannsesuatu sederhana data bocor halus bikin rumit pakai bahasa algoritmannvictim blaming denying the victim playing victim ituserangkai lingkar setan orang awam paham jujur
"b'Data Pribadi Bocor, Lembaga BersangkutanHarus Ditindak Tegas https://t.co/nlQ4LXODRN'",Data Pribadi Bocor Lembaga BersangkutanHarus Ditindak Tegas ,data pribadi bocor lembaga bersangkutanharus ditindak tegas ,"['data', 'pribadi', 'bocor', 'lembaga', 'bersangkutanharus', 'ditindak', 'tegas']","['data', 'pribadi', 'bocor', 'lembaga', 'bersangkutanharus', 'ditindak']",data pribadi bocor lembaga bersangkutanharus tindak
b'kr! debit yg bisa paypal dan aman buat simpen gaji dan data kita gak pernah bocor apa ya guys? aku lg milih2 krn udh pny bc*',kr debit yg bisa paypal dan aman buat simpen gaji dan data kita gak pernah bocor apa ya guys aku lgkrn udh pny bc,kr debit yg bisa paypal dan aman buat simpen gaji dan data kita gak pernah bocor apa ya guys aku lgkrn udh pny bc,"['kr', 'debit', 'yg', 'bisa', 'paypal', 'dan', 'aman', 'buat', 'simpen', 'gaji', 'dan', 'data', 'kita', 'gak', 'pernah', 'bocor', 'apa', 'ya', 'guys', 'aku', 'lgkrn', 'udh', 'pny', 'bc']","['kr', 'debit', 'yg', 'paypal', 'aman', 'simpen', 'gaji', 'data', 'gak', 'bocor', 'ya', 'guys', 'lgkrn', 'udh', 'pny', 'bc']",kr debit yg paypal aman simpen gaji data gak bocor ya guys lgkrn udh pny bc
b'@nectrar iya ya jd waswas jg soalnya...jd inget kmrn dulu pernah ada berita data bocor jg kan ya', iya ya jd waswas jg soalnyajd inget kmrn dulu pernah ada berita data bocor jg kan ya, iya ya jd waswas jg soalnyajd inget kmrn dulu pernah ada berita data bocor jg kan ya,"['iya', 'ya', 'jd', 'waswas', 'jg', 'soalnyajd', 'inget', 'kmrn', 'dulu', 'pernah', 'ada', 'berita', 'data', 'bocor', 'jg', 'kan', 'ya']","['iya', 'ya', 'jd', 'waswas', 'jg', 'soalnyajd', 'inget', 'kmrn', 'berita', 'data', 'bocor', 'jg', 'ya']",iya ya jd waswas jg soalnyajd inget kmrn berita data bocor jg ya
b'Mantan Kabais: Perlu ada aturan sanksi bagi institusi pengumpul data jika bocor https://t.co/iGseaz3tJR',Mantan Kabais Perlu ada aturan sanksi bagi institusi pengumpul data jika bocor ,mantan kabais perlu ada aturan sanksi bagi institusi pengumpul data jika bocor ,"['mantan', 'kabais', 'perlu', 'ada', 'aturan', 'sanksi', 'bagi', 'institusi', 'pengumpul', 'data', 'jika', 'bocor']","['mantan', 'kabais', 'aturan', 'sanksi', 'institusi', 'pengumpul', 'data', 'bocor']",mantan kaba atur sanksi institusi kumpul data bocor
"b'Kalau Jendralnya jendral Meja, ya begini..anak buah keburu mati, dianya masih mikirin strategi, mati semua, baru giliran jendralnya yg di buru, mau Prof..\n\nData CIA bocor, Densus yg ngamuk. https://t.co/t2sBC40Ktz'",Kalau Jendralnya jendral Meja ya beginianak buah keburu mati dianya masih mikirin strategi mati semua baru giliran jendralnya yg di buru mau ProfnnData CIA bocor Densus yg ngamuk ,kalau jendralnya jendral meja ya beginianak buah keburu mati dianya masih mikirin strategi mati semua baru giliran jendralnya yg di buru mau profnndata cia bocor densus yg ngamuk ,"['kalau', 'jendralnya', 'jendral', 'meja', 'ya', 'beginianak', 'buah', 'keburu', 'mati', 'dianya', 'masih', 'mikirin', 'strategi', 'mati', 'semua', 'baru', 'giliran', 'jendralnya', 'yg', 'di', 'buru', 'mau', 'profnndata', 'cia', 'bocor', 'densus', 'yg', 'ngamuk']","['jendralnya', 'jendral', 'meja', 'ya', 'beginianak', 'buah', 'keburu', 'mati', 'dianya', 'mikirin', 'strategi', 'mati', 'giliran', 'jendralnya', 'yg', 'buru', 'profnndata', 'cia', 'bocor', 'densus', 'yg', 'ngamuk']",jendralnya jendral meja ya beginianak buah keburu mati dia mikirin strategi mati gilir jendralnya yg buru profnndata cia bocor densus yg ngamuk
b'@DivHumas_Polri Knp hanya Debt Collector saja?\n\nKalau data kita di #PeduliLindungi bocor dan di salahgunakan?', Knp hanya Debt Collector sajannKalau data kita di bocor dan di salahgunakan, knp hanya debt collector sajannkalau data kita di bocor dan di salahgunakan,"['knp', 'hanya', 'debt', 'collector', 'sajannkalau', 'data', 'kita', 'di', 'bocor', 'dan', 'di', 'salahgunakan']","['knp', 'debt', 'collector', 'sajannkalau', 'data', 'bocor', 'salahgunakan']",knp debt collector sajannkalau data bocor salahgunakan
b'Mantan Kabais: Perlu sanksi bagi institusi pengumpul data jika bocor https://t.co/R4FjvlWVgE',Mantan Kabais Perlu sanksi bagi institusi pengumpul data jika bocor ,mantan kabais perlu sanksi bagi institusi pengumpul data jika bocor ,"['mantan', 'kabais', 'perlu', 'sanksi', 'bagi', 'institusi', 'pengumpul', 'data', 'jika', 'bocor']","['mantan', 'kabais', 'sanksi', 'institusi', 'pengumpul', 'data', 'bocor']",mantan kaba sanksi institusi kumpul data bocor
"b'katanya kampus IT terbaik, tapi bisa bisanya data mahasiswa di studentsite malah bocor. the best lah goendar'",katanya kampus IT terbaik tapi bisa bisanya data mahasiswa di studentsite malah bocor the best lah goendar,katanya kampus it terbaik tapi bisa bisanya data mahasiswa di studentsite malah bocor the best lah goendar,"['katanya', 'kampus', 'it', 'terbaik', 'tapi', 'bisa', 'bisanya', 'data', 'mahasiswa', 'di', 'studentsite', 'malah', 'bocor', 'the', 'best', 'lah', 'goendar']","['kampus', 'it', 'terbaik', 'bisanya', 'data', 'mahasiswa', 'studentsite', 'bocor', 'the', 'best', 'goendar']",kampus it baik bisa data mahasiswa studentsite bocor the best goendar
"b'28.000 Data Polri Disebut Bocor, Ini Analisis Pengamat https://t.co/VxaWbRULdr'", Data Polri Disebut Bocor Ini Analisis Pengamat , data polri disebut bocor ini analisis pengamat ,"['data', 'polri', 'disebut', 'bocor', 'ini', 'analisis', 'pengamat']","['data', 'polri', 'bocor', 'analisis', 'pengamat']",data polri bocor analisis amat
b'Ada pipa pdam bocor di jembatan dekat makam romokalisari benowo @PDAMSurabaya\nPin dipasang\nhttps://t.co/TFWaWlSGDC',Ada pipa pdam bocor di jembatan dekat makam romokalisari benowodipasangn,ada pipa pdam bocor di jembatan dekat makam romokalisari benowodipasangn,"['ada', 'pipa', 'pdam', 'bocor', 'di', 'jembatan', 'dekat', 'makam', 'romokalisari', 'benowodipasangn']","['pipa', 'pdam', 'bocor', 'jembatan', 'makam', 'romokalisari', 'benowodipasangn']",pipa pdam bocor jembatan makam romokalisari benowodipasangn
"b'Data Polri Diduga Bocor, Pakar Nilai Perlu Investigasi Serius https://t.co/Cid4K2ua1P'",Data Polri Diduga Bocor Pakar Nilai Perlu Investigasi Serius ,data polri diduga bocor pakar nilai perlu investigasi serius ,"['data', 'polri', 'diduga', 'bocor', 'pakar', 'nilai', 'perlu', 'investigasi', 'serius']","['data', 'polri', 'diduga', 'bocor', 'pakar', 'nilai', 'investigasi', 'serius']",data polri duga bocor pakar nilai investigasi serius
b'@sbmptnfess yang bocor ke publik cuma data tahun 2019. saintek: https://t.co/HkpoEFjK2U soshum: https://t.co/uKCs4PNGvw', yang bocor ke publik cuma data tahunsainteksoshum , yang bocor ke publik cuma data tahunsainteksoshum ,"['yang', 'bocor', 'ke', 'publik', 'cuma', 'data', 'tahunsainteksoshum']","['bocor', 'publik', 'data', 'tahunsainteksoshum']",bocor publik data tahunsainteksoshum
"b'@dr4gonc4n @nisa_rah @JeniusConnect @jeniushelp Bukan data bocor maksud gw dan gw ga mention data bocor, tapi data real kalau itu kesalahan BTPN. Gw bukan belain Jenius ya. Secara bukan pengguna. Monggo klo mau beropini \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd'",Bukan data bocor maksud gw dan gw ga mention data bocor tapi data real kalau itu kesalahan BTPN Gw bukan belain Jenius ya Secara bukan pengguna Monggo klo mau beropini ,bukan data bocor maksud gw dan gw ga mention data bocor tapi data real kalau itu kesalahan btpn gw bukan belain jenius ya secara bukan pengguna monggo klo mau beropini ,"['bukan', 'data', 'bocor', 'maksud', 'gw', 'dan', 'gw', 'ga', 'mention', 'data', 'bocor', 'tapi', 'data', 'real', 'kalau', 'itu', 'kesalahan', 'btpn', 'gw', 'bukan', 'belain', 'jenius', 'ya', 'secara', 'bukan', 'pengguna', 'monggo', 'klo', 'mau', 'beropini']","['data', 'bocor', 'maksud', 'gw', 'gw', 'ga', 'mention', 'data', 'bocor', 'data', 'real', 'kesalahan', 'btpn', 'gw', 'belain', 'jenius', 'ya', 'pengguna', 'monggo', 'klo', 'beropini']",data bocor maksud gw gw ga mention data bocor data real salah btpn gw bain jenius ya guna monggo klo opini
"b'@ariemay15 @nisa_rah @JeniusConnect @jeniushelp Data yang bocor? Itu scroll aja twitter ada ratusan yg complaint, sample aja yang nongol (tapi jujur)\n\nKalo mau buka\xc2\xb2an data utuhnya tanya sama sumbernya di jenius btpn (tapi denial), ga mungkin nanya ke amazon, google atau bank of Zimbabwe.\n\nAhli ga jaminan bener kalo msh ngaco'",Data yang bocor Itu scroll aja twitter ada ratusan yg complaint sample aja yang nongol tapi jujurnnKalo maudata utuhnya tanya sama sumbernya di jenius btpn tapi denial ga mungkin nanya ke amazon google atau bank of ZimbabwennAhli ga jaminan bener kalo msh ngaco,data yang bocor itu scroll aja twitter ada ratusan yg complaint sample aja yang nongol tapi jujurnnkalo maudata utuhnya tanya sama sumbernya di jenius btpn tapi denial ga mungkin nanya ke amazon google atau bank of zimbabwennahli ga jaminan bener kalo msh ngaco,"['data', 'yang', 'bocor', 'itu', 'scroll', 'aja', 'twitter', 'ada', 'ratusan', 'yg', 'complaint', 'sample', 'aja', 'yang', 'nongol', 'tapi', 'jujurnnkalo', 'maudata', 'utuhnya', 'tanya', 'sama', 'sumbernya', 'di', 'jenius', 'btpn', 'tapi', 'denial', 'ga', 'mungkin', 'nanya', 'ke', 'amazon', 'google', 'atau', 'bank', 'of', 'zimbabwennahli', 'ga', 'jaminan', 'bener', 'kalo', 'msh', 'ngaco']","['data', 'bocor', 'scroll', 'aja', 'twitter', 'ratusan', 'yg', 'complaint', 'sample', 'aja', 'nongol', 'jujurnnkalo', 'maudata', 'utuhnya', 'sumbernya', 'jenius', 'btpn', 'denial', 'ga', 'nanya', 'amazon', 'google', 'bank', 'of', 'zimbabwennahli', 'ga', 'jaminan', 'bener', 'kalo', 'msh', 'ngaco']",data bocor scroll aja twitter ratus yg complaint sample aja nongol jujurnnkalo maudata utuh sumber jenius btpn denial ga nanya amazon google bank of zimbabwennahli ga jamin bener kalo msh ngaco
"b'28.000 Data Polri Disebut Bocor, Ini Analisis Pengamat\nKlik untuk baca: https://t.co/A1JtFNvFbs'", Data Polri Disebut Bocor Ini Analisis PengamatnKlik untuk baca , data polri disebut bocor ini analisis pengamatnklik untuk baca ,"['data', 'polri', 'disebut', 'bocor', 'ini', 'analisis', 'pengamatnklik', 'untuk', 'baca']","['data', 'polri', 'bocor', 'analisis', 'pengamatnklik', 'baca']",data polri bocor analisis pengamatnklik baca
"b'@LazadaID Bukan dari lazada, mungkin saja seller nakal atau oknum lain.  Tapiiiii data saya bocor setelah transaksi di lazada kan? #lazada'", Bukan dari lazada mungkin saja seller nakal atau oknum lainTapiiiii data saya bocor setelah transaksi di lazada kan, bukan dari lazada mungkin saja seller nakal atau oknum laintapiiiii data saya bocor setelah transaksi di lazada kan,"['bukan', 'dari', 'lazada', 'mungkin', 'saja', 'seller', 'nakal', 'atau', 'oknum', 'laintapiiiii', 'data', 'saya', 'bocor', 'setelah', 'transaksi', 'di', 'lazada', 'kan']","['lazada', 'seller', 'nakal', 'oknum', 'laintapiiiii', 'data', 'bocor', 'transaksi', 'lazada']",lazada seller nakal oknum laintapiiiii data bocor transaksi lazada
b'serem banget data anak kampus bocor semua',serem banget data anak kampus bocor semua,serem banget data anak kampus bocor semua,"['serem', 'banget', 'data', 'anak', 'kampus', 'bocor', 'semua']","['serem', 'banget', 'data', 'anak', 'kampus', 'bocor']",rem banget data anak kampus bocor
"b'@BANKBRI_ID Kok bisa bocor ya data pribadi saya di bank BRI ??? Padahal saya tidak ada pinjaman dana online di Bukalapak tgl 18-11-2021 Rp.10.010.000, saya juga ga ada belanja online di Bukalapak, klo ada tagihan saya ga mau tanggung jawab!!!!! https://t.co/9vJ8t0mAlh'", Kok bisa bocor ya data pribadi saya di bank BRIPadahal saya tidak ada pinjaman dana online di Bukalapak tgl saya juga ga ada belanja online di Bukalapak klo ada tagihan saya ga mau tanggung jawab , kok bisa bocor ya data pribadi saya di bank bripadahal saya tidak ada pinjaman dana online di bukalapak tgl saya juga ga ada belanja online di bukalapak klo ada tagihan saya ga mau tanggung jawab ,"['kok', 'bisa', 'bocor', 'ya', 'data', 'pribadi', 'saya', 'di', 'bank', 'bripadahal', 'saya', 'tidak', 'ada', 'pinjaman', 'dana', 'online', 'di', 'bukalapak', 'tgl', 'saya', 'juga', 'ga', 'ada', 'belanja', 'online', 'di', 'bukalapak', 'klo', 'ada', 'tagihan', 'saya', 'ga', 'mau', 'tanggung', 'jawab']","['bocor', 'ya', 'data', 'pribadi', 'bank', 'bripadahal', 'pinjaman', 'dana', 'online', 'bukalapak', 'tgl', 'ga', 'belanja', 'online', 'bukalapak', 'klo', 'tagihan', 'ga', 'tanggung']",bocor ya data pribadi bank bripadahal pinjam dana online bukalapak tgl ga belanja online bukalapak klo tagih ga tanggung
b'Bisa-bisanya data bocor:)',Bisabisanya data bocor,bisabisanya data bocor,"['bisabisanya', 'data', 'bocor']","['bisabisanya', 'data', 'bocor']",bisabisanya data bocor
"b""@kontakBRI So...what's the answer?\nBisakahyg  diperkuat itu firewallnya, bukan ganti PIN melulu. PIN itu tidak akan bocor jika tidak kami yg bocorkan atau pihak bank yg membuka data nasabah! Bosen ganti pin terus sampe lupa""", Sowhats the answernBisakahygdiperkuat itu firewallnya bukan ganti PIN melulu PIN itu tidak akan bocor jika tidak kami yg bocorkan atau pihak bank yg membuka data nasabah Bosen ganti pin terus sampe lupa, sowhats the answernbisakahygdiperkuat itu firewallnya bukan ganti pin melulu pin itu tidak akan bocor jika tidak kami yg bocorkan atau pihak bank yg membuka data nasabah bosen ganti pin terus sampe lupa,"['sowhats', 'the', 'answernbisakahygdiperkuat', 'itu', 'firewallnya', 'bukan', 'ganti', 'pin', 'melulu', 'pin', 'itu', 'tidak', 'akan', 'bocor', 'jika', 'tidak', 'kami', 'yg', 'bocorkan', 'atau', 'pihak', 'bank', 'yg', 'membuka', 'data', 'nasabah', 'bosen', 'ganti', 'pin', 'terus', 'sampe', 'lupa']","['sowhats', 'the', 'answernbisakahygdiperkuat', 'firewallnya', 'ganti', 'pin', 'melulu', 'pin', 'bocor', 'yg', 'bocorkan', 'bank', 'yg', 'membuka', 'data', 'nasabah', 'bosen', 'ganti', 'pin', 'sampe', 'lupa']",sowhats the answernbisakahygdiperkuat firewallnya ganti pin melulu pin bocor yg bocor bank yg buka data nasabah bosen ganti pin sampe lupa
"b'Data Pribadi sampai Pelanggaran Anggota Bocor, Data Polri Diretas Lagi #Nasional https://t.co/cGsUI4Jl6Q'",Data Pribadi sampai Pelanggaran Anggota Bocor Data Polri Diretas Lagi ,data pribadi sampai pelanggaran anggota bocor data polri diretas lagi ,"['data', 'pribadi', 'sampai', 'pelanggaran', 'anggota', 'bocor', 'data', 'polri', 'diretas', 'lagi']","['data', 'pribadi', 'pelanggaran', 'anggota', 'bocor', 'data', 'polri', 'diretas']",data pribadi langgar anggota bocor data polri retas
