text,clean,casefolding,tokenize,stopwords,stemming
"b'Data base mabes polri di hack.!\nData anggota berkasus bocor,\nAda 3 nama jendral di dalamnya.\nKok bisa? Mudah amat di bobol?\nCoba minta bantuan ke emak biar servernya aman,emak pakein saefi bekok aduhayyy.,eeiittt...tapi tergantung,transferannya dulu...\nKabooorrr..\xf0\x9f\x98\x82\xf0\x9f\x9a\x9c\xf0\x9f\x92\xa8'",Data base mabes polri di hacknData anggota berkasus bocornAdanama jendral di dalamnyanKok bisa Mudah amat di bobolnCoba minta bantuan ke emak biar servernya amanemak pakein saefi bekok aduhayyyeeiittttapi tergantungtransferannya ,data base mabes polri di hackndata anggota berkasus bocornadanama jendral di dalamnyankok bisa mudah amat di bobolncoba minta bantuan ke emak biar servernya amanemak pakein saefi bekok aduhayyyeeiittttapi tergantungtransferannya ,"['data', 'base', 'mabes', 'polri', 'di', 'hackndata', 'anggota', 'berkasus', 'bocornadanama', 'jendral', 'di', 'dalamnyankok', 'bisa', 'mudah', 'amat', 'di', 'bobolncoba', 'minta', 'bantuan', 'ke', 'emak', 'biar', 'servernya', 'amanemak', 'pakein', 'saefi', 'bekok', 'aduhayyyeeiittttapi', 'tergantungtransferannya']","['data', 'base', 'mabes', 'polri', 'hackndata', 'anggota', 'berkasus', 'bocornadanama', 'jendral', 'dalamnyankok', 'mudah', 'bobolncoba', 'bantuan', 'emak', 'biar', 'servernya', 'amanemak', 'pakein', 'saefi', 'bekok', 'aduhayyyeeiittttapi', 'tergantungtransferannya']",data base mabes polri hackndata anggota kasus bocornadanama jendral dalamnyankok mudah bobolncoba bantu emak biar servernya amanemak pakein saefi bekok aduhayyyeeiittttapi tergantungtransferannya
b'Pakar Siber: Data Bocor adalah Data Pelanggaran Anggota Polri https://t.co/hipwh68PRu',Pakar Siber Data Bocor adalah Data Pelanggaran Anggota Polri ,pakar siber data bocor adalah data pelanggaran anggota polri ,"['pakar', 'siber', 'data', 'bocor', 'adalah', 'data', 'pelanggaran', 'anggota', 'polri']","['pakar', 'siber', 'data', 'bocor', 'data', 'pelanggaran', 'anggota', 'polri']",pakar siber data bocor data langgar anggota polri
b'Data yang bocor kemungkinan merupakan data pelanggaran yang dilakukan personel Polri. https://t.co/eVTdEl4UOI',Data yang bocor kemungkinan merupakan data pelanggaran yang dilakukan personel Polri ,data yang bocor kemungkinan merupakan data pelanggaran yang dilakukan personel polri ,"['data', 'yang', 'bocor', 'kemungkinan', 'merupakan', 'data', 'pelanggaran', 'yang', 'dilakukan', 'personel', 'polri']","['data', 'bocor', 'data', 'pelanggaran', 'personel', 'polri']",data bocor data langgar personel polri
"b'Buntut Database Polri Kena Hack, Semua Data Polisi Berkasus Bocor, Ada Nama 3 Jenderal Ini\nhttps://t.co/yvjje1vwGy'",Buntut Database Polri Kena Hack Semua Data Polisi Berkasus Bocor Ada NamaJenderal Inin,buntut database polri kena hack semua data polisi berkasus bocor ada namajenderal inin,"['buntut', 'database', 'polri', 'kena', 'hack', 'semua', 'data', 'polisi', 'berkasus', 'bocor', 'ada', 'namajenderal', 'inin']","['buntut', 'database', 'polri', 'kena', 'hack', 'data', 'polisi', 'berkasus', 'bocor', 'namajenderal', 'inin']",buntut database polri kena hack data polisi kasus bocor namajenderal inin
b'(Data Polri Dilaporkan Bocor di Web)\nhttps://t.co/2QWa66p8H4\n\n#shopee #racunshopee #ootd\n\nhttps://t.co/j70GgL2nwu \xe2\x80\x93 Setelah serangan deface yang terjadi ke web page pemerintah dalam hal ini Badan Siber dan Sandi Negara (BSSN) beberapa w...\nhttps://t.co/B8N4UfPRlY https://t.co/vh6N6GQImG',Data Polri Dilaporkan Bocor di WebnSetelah serangan deface yang terjadi ke web page pemerintah dalam hal ini Badan Siber dan Sandi Negara BSSN beberapa wn ,data polri dilaporkan bocor di webnsetelah serangan deface yang terjadi ke web page pemerintah dalam hal ini badan siber dan sandi negara bssn beberapa wn ,"['data', 'polri', 'dilaporkan', 'bocor', 'di', 'webnsetelah', 'serangan', 'deface', 'yang', 'terjadi', 'ke', 'web', 'page', 'pemerintah', 'dalam', 'hal', 'ini', 'badan', 'siber', 'dan', 'sandi', 'negara', 'bssn', 'beberapa', 'wn']","['data', 'polri', 'dilaporkan', 'bocor', 'webnsetelah', 'serangan', 'deface', 'web', 'page', 'pemerintah', 'badan', 'siber', 'sandi', 'negara', 'bssn', 'wn']",data polri lapor bocor webnsetelah serang deface web page perintah badan siber sandi negara bssn wn
b'Ribuan Data Polri Bocor Dan Dibagikan Secara Gratis di Forum Online',Ribuan Data Polri Bocor Dan Dibagikan Secara Gratis di Forum Online,ribuan data polri bocor dan dibagikan secara gratis di forum online,"['ribuan', 'data', 'polri', 'bocor', 'dan', 'dibagikan', 'secara', 'gratis', 'di', 'forum', 'online']","['ribuan', 'data', 'polri', 'bocor', 'dibagikan', 'gratis', 'forum', 'online']",ribu data polri bocor bagi gratis forum online
b'Ada dua database Polri yang diboborkan hacker. Apa saja isinya?\nhttps://t.co/2GoLjvilrf',Ada dua database Polri yang diboborkan hacker Apa saja isinyan,ada dua database polri yang diboborkan hacker apa saja isinyan,"['ada', 'dua', 'database', 'polri', 'yang', 'diboborkan', 'hacker', 'apa', 'saja', 'isinyan']","['database', 'polri', 'diboborkan', 'hacker', 'isinyan']",database polri diboborkan hacker isinyan
"b'Data Anggota Bocor, Pakar Sebut Situs Polri Berkali-kali\xc2\xa0Diretas https://t.co/lXhpdpy8jV'",Data Anggota Bocor Pakar Sebut Situs Polri,data anggota bocor pakar sebut situs polri,"['data', 'anggota', 'bocor', 'pakar', 'sebut', 'situs', 'polri']","['data', 'anggota', 'bocor', 'pakar', 'situs', 'polri']",data anggota bocor pakar situs polri
b'Diduga Data Polri Bocor dan Dibagikan\xc2\xa0Gratis https://t.co/rDy0NunmXt',Diduga Data Polri Bocor dan,diduga data polri bocor dan,"['diduga', 'data', 'polri', 'bocor', 'dan']","['diduga', 'data', 'polri', 'bocor']",duga data polri bocor
"b'Peretasan yang dilakukan pun beragam mulai dari pengubahan penampilan (deface), mengubah menjadi situs judi online bahkan pencurian database personilnya.\n\nhttps://t.co/maSqyow7iZ'",Peretasan yang dilakukan pun beragam mulai dari pengubahan penampilan deface mengubah menjadi situs judi online bahkan pencurian database personilnyann,peretasan yang dilakukan pun beragam mulai dari pengubahan penampilan deface mengubah menjadi situs judi online bahkan pencurian database personilnyann,"['peretasan', 'yang', 'dilakukan', 'pun', 'beragam', 'mulai', 'dari', 'pengubahan', 'penampilan', 'deface', 'mengubah', 'menjadi', 'situs', 'judi', 'online', 'bahkan', 'pencurian', 'database', 'personilnyann']","['peretasan', 'beragam', 'pengubahan', 'penampilan', 'deface', 'mengubah', 'situs', 'judi', 'online', 'pencurian', 'database', 'personilnyann']",retas agam ubah tampil deface ubah situs judi online curi database personilnyann
b'CISSReC: Ribuan data Polri bocor dan dibagikan secara gratis di forum internet https://t.co/lGDqg42igE',CISSReC Ribuan data Polri bocor dan dibagikan secara gratis di forum internet ,cissrec ribuan data polri bocor dan dibagikan secara gratis di forum internet ,"['cissrec', 'ribuan', 'data', 'polri', 'bocor', 'dan', 'dibagikan', 'secara', 'gratis', 'di', 'forum', 'internet']","['cissrec', 'ribuan', 'data', 'polri', 'bocor', 'dibagikan', 'gratis', 'forum', 'internet']",cissrec ribu data polri bocor bagi gratis forum internet
b'Peretas tersebut memberikan link yang bisa diunduh berisikan sampel hasil peretasan yakni databese personil Polri.\n\nhttps://t.co/Dns7rrrOnr',Peretas tersebut memberikan link yang bisa diunduh berisikan sampel hasil peretasan yakni databese personil Polrinn,peretas tersebut memberikan link yang bisa diunduh berisikan sampel hasil peretasan yakni databese personil polrinn,"['peretas', 'tersebut', 'memberikan', 'link', 'yang', 'bisa', 'diunduh', 'berisikan', 'sampel', 'hasil', 'peretasan', 'yakni', 'databese', 'personil', 'polrinn']","['peretas', 'link', 'diunduh', 'berisikan', 'sampel', 'hasil', 'peretasan', 'databese', 'personil', 'polrinn']",retas link unduh risi sampel hasil retas databese personil polrinn
b'Data Polri Dilaporkan Bocor di Internet https://t.co/iDamyuobol',Data Polri Dilaporkan Bocor di Internet ,data polri dilaporkan bocor di internet ,"['data', 'polri', 'dilaporkan', 'bocor', 'di', 'internet']","['data', 'polri', 'dilaporkan', 'bocor', 'internet']",data polri lapor bocor internet
b'Ini Jenis Data Pribadi Anggota Polri yang Diduga Bocor di Forum Online https://t.co/rUQ5x93nqc',Ini Jenis Data Pribadi Anggota Polri yang Diduga Bocor di Forum Online ,ini jenis data pribadi anggota polri yang diduga bocor di forum online ,"['ini', 'jenis', 'data', 'pribadi', 'anggota', 'polri', 'yang', 'diduga', 'bocor', 'di', 'forum', 'online']","['jenis', 'data', 'pribadi', 'anggota', 'polri', 'diduga', 'bocor', 'forum', 'online']",jenis data pribadi anggota polri duga bocor forum online
b'Data Pribadi Personel Polri Diduga Bocor https://t.co/ZRXkta3lLC',Data Pribadi Personel Polri Diduga Bocor ,data pribadi personel polri diduga bocor ,"['data', 'pribadi', 'personel', 'polri', 'diduga', 'bocor']","['data', 'pribadi', 'personel', 'polri', 'diduga', 'bocor']",data pribadi personel polri duga bocor
"b'Situs Kepolisian Republik Indonesia (Polri) menjadi korban peretasan oleh hacker asal Brasil, Son1x.\n-\nAkibat ulah Son1x, setidaknya terdapat 28 ribu data milik Polri yang bocor hingga tersebar ke media sosial Twitter, Rabu (17/11/2021).\n-\n#dukungMUI \n-\nRumor \nMahasiswa https://t.co/FHqjquiapc'",Situs Kepolisian Republik Indonesia Polri menjadi korban peretasan oleh hacker asal Brasilulahsetidaknya terdapatribu data milik Polri yang bocor hingga tersebar ke media sosial Twitter Rabu nnRumor nMahasiswa ,situs kepolisian republik indonesia polri menjadi korban peretasan oleh hacker asal brasilulahsetidaknya terdapatribu data milik polri yang bocor hingga tersebar ke media sosial twitter rabu nnrumor nmahasiswa ,"['situs', 'kepolisian', 'republik', 'indonesia', 'polri', 'menjadi', 'korban', 'peretasan', 'oleh', 'hacker', 'asal', 'brasilulahsetidaknya', 'terdapatribu', 'data', 'milik', 'polri', 'yang', 'bocor', 'hingga', 'tersebar', 'ke', 'media', 'sosial', 'twitter', 'rabu', 'nnrumor', 'nmahasiswa']","['situs', 'kepolisian', 'republik', 'indonesia', 'polri', 'korban', 'peretasan', 'hacker', 'brasilulahsetidaknya', 'terdapatribu', 'data', 'milik', 'polri', 'bocor', 'tersebar', 'media', 'sosial', 'twitter', 'rabu', 'nnrumor', 'nmahasiswa']",situs polisi republik indonesia polri korban retas hacker brasilulahsetidaknya terdapatribu data milik polri bocor sebar media sosial twitter rabu nnrumor nmahasiswa
b'Data Pribadi Personil Polri Diduga Bocor di Forum Online https://t.co/4vQuzvBQBa',Data Pribadi Personil Polri Diduga Bocor di Forum Online ,data pribadi personil polri diduga bocor di forum online ,"['data', 'pribadi', 'personil', 'polri', 'diduga', 'bocor', 'di', 'forum', 'online']","['data', 'pribadi', 'personil', 'polri', 'diduga', 'bocor', 'forum', 'online']",data pribadi personil polri duga bocor forum online
b'Pakar keamanan siber Pratama Persadha mengatakan data personel Polri diduga bocor dan dibagikan secara gratis di forum online.\xc2\xa0 #Polri https://t.co/mEfC89LH6O',Pakar keamanan siber Pratama Persadha mengatakan data personel Polri diduga bocor dan dibagikan secara gratis di forum,pakar keamanan siber pratama persadha mengatakan data personel polri diduga bocor dan dibagikan secara gratis di forum,"['pakar', 'keamanan', 'siber', 'pratama', 'persadha', 'mengatakan', 'data', 'personel', 'polri', 'diduga', 'bocor', 'dan', 'dibagikan', 'secara', 'gratis', 'di', 'forum']","['pakar', 'keamanan', 'siber', 'pratama', 'persadha', 'data', 'personel', 'polri', 'diduga', 'bocor', 'dibagikan', 'gratis', 'forum']",pakar aman siber pratama persadha data personel polri duga bocor bagi gratis forum
b'Hebaat...!\nhttps://t.co/hz7nPAF6h8',Hebaatn,hebaatn,['hebaatn'],['hebaatn'],hebaatn
b'Pakar Keamanan Siber mengungkap data pribadi personil Polri diduga sudah bocor di forum online.\nhttps://t.co/z0O1gXG9Gh',Pakar Keamanan Siber mengungkap data pribadi personil Polri diduga sudah bocor di forum onlinen,pakar keamanan siber mengungkap data pribadi personil polri diduga sudah bocor di forum onlinen,"['pakar', 'keamanan', 'siber', 'mengungkap', 'data', 'pribadi', 'personil', 'polri', 'diduga', 'sudah', 'bocor', 'di', 'forum', 'onlinen']","['pakar', 'keamanan', 'siber', 'mengungkap', 'data', 'pribadi', 'personil', 'polri', 'diduga', 'bocor', 'forum', 'onlinen']",pakar aman siber ungkap data pribadi personil polri duga bocor forum onlinen
"b'Boljug nih VOI, tweet aslinya udah ilang eh ternyata dia keep di website dia semua textnya bukan embedded jadi masih ada termasuk link ke database yang bocor :))\n\nhttps://t.co/XaotTygczX'",Boljug nih VOI tweet aslinya udah ilang eh ternyata dia keep di website dia semua textnya bukan embedded jadi masih ada termasuk link ke database yang bocor nn,boljug nih voi tweet aslinya udah ilang eh ternyata dia keep di website dia semua textnya bukan embedded jadi masih ada termasuk link ke database yang bocor nn,"['boljug', 'nih', 'voi', 'tweet', 'aslinya', 'udah', 'ilang', 'eh', 'ternyata', 'dia', 'keep', 'di', 'website', 'dia', 'semua', 'textnya', 'bukan', 'embedded', 'jadi', 'masih', 'ada', 'termasuk', 'link', 'ke', 'database', 'yang', 'bocor', 'nn']","['boljug', 'nih', 'voi', 'tweet', 'aslinya', 'udah', 'ilang', 'eh', 'keep', 'website', 'textnya', 'embedded', 'link', 'database', 'bocor', 'nn']",boljug nih voi tweet asli udah ilang eh keep website textnya embedded link database bocor nn
"b'Ribuan Data Polri Bocor, Pakar Siber Pratama Persadha Sarankan\xc2\xa0Begini https://t.co/IbIn8FXuD7'",Ribuan Data Polri Bocor Pakar Siber Pratama Persadha,ribuan data polri bocor pakar siber pratama persadha,"['ribuan', 'data', 'polri', 'bocor', 'pakar', 'siber', 'pratama', 'persadha']","['ribuan', 'data', 'polri', 'bocor', 'pakar', 'siber', 'pratama', 'persadha']",ribu data polri bocor pakar siber pratama persadha
b'https://t.co/oUtGqZVlbu',,,[],[],
"b'Gawat! Hacker Brazil Bobol Database Polri, Semua Data Pribadi Bocor https://t.co/RfG4gm0iJE https://t.co/GJSKI7jUUG'",Gawat Hacker Brazil Bobol Database Polri Semua Data Pribadi Bocor,gawat hacker brazil bobol database polri semua data pribadi bocor,"['gawat', 'hacker', 'brazil', 'bobol', 'database', 'polri', 'semua', 'data', 'pribadi', 'bocor']","['gawat', 'hacker', 'brazil', 'bobol', 'database', 'polri', 'data', 'pribadi', 'bocor']",gawat hacker brazil bobol database polri data pribadi bocor
b'@tvOneNews \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\nData pemilik negeri bocor\nBagaimana dgn data kami yg menumpang ini?\nPasti tidak aman...',pemilik negeri bocornBagaimana dgn data kami yg menumpang ininPasti tidak aman,pemilik negeri bocornbagaimana dgn data kami yg menumpang ininpasti tidak aman,"['pemilik', 'negeri', 'bocornbagaimana', 'dgn', 'data', 'kami', 'yg', 'menumpang', 'ininpasti', 'tidak', 'aman']","['pemilik', 'negeri', 'bocornbagaimana', 'dgn', 'data', 'yg', 'menumpang', 'ininpasti', 'aman']",milik negeri bocornbagaimana dgn data yg tumpang ininpasti aman
"b'Gawat! Hacker Brazil Bobol Database Polri, Semua Data Pribadi Bocor\nhttps://t.co/EsgUfpW7Aj'",Gawat Hacker Brazil Bobol Database Polri Semua Data Pribadi Bocorn,gawat hacker brazil bobol database polri semua data pribadi bocorn,"['gawat', 'hacker', 'brazil', 'bobol', 'database', 'polri', 'semua', 'data', 'pribadi', 'bocorn']","['gawat', 'hacker', 'brazil', 'bobol', 'database', 'polri', 'data', 'pribadi', 'bocorn']",gawat hacker brazil bobol database polri data pribadi bocorn
"b'@the_darth_maul_ @txtdrberseragam ohya kalo boleh tau, data yang diretas dari BSSN data apa ya mas? kalo polri ini kan data pegawai polisinya yang bocor..'",ohya kalo boleh tau data yang diretas dari BSSN data apa ya mas kalo polri ini kan data pegawai polisinya yang bocor,ohya kalo boleh tau data yang diretas dari bssn data apa ya mas kalo polri ini kan data pegawai polisinya yang bocor,"['ohya', 'kalo', 'boleh', 'tau', 'data', 'yang', 'diretas', 'dari', 'bssn', 'data', 'apa', 'ya', 'mas', 'kalo', 'polri', 'ini', 'kan', 'data', 'pegawai', 'polisinya', 'yang', 'bocor']","['ohya', 'kalo', 'tau', 'data', 'diretas', 'bssn', 'data', 'ya', 'mas', 'kalo', 'polri', 'data', 'pegawai', 'polisinya', 'bocor']",ohya kalo tau data retas bssn data ya mas kalo polri data pegawai polisi bocor
b'Bagaimana isi tabel2 dalam sebuah basis data relasional dapat bocor kemana-mana ? Faktornya tentu banyak dan macem-macem yang penyelesaiannya ngak bisa dilakukan secara parsial.\n#databasesecurity  #databocor #nulisbuku #informatikaakprind #keamanansiber',Bagaimana isidalam sebuah basis data relasional dapat bocor kemanamanaFaktornya tentu banyak dan macemmacem yang penyelesaiannya ngak bisa dilakukan secara parsialn,bagaimana isidalam sebuah basis data relasional dapat bocor kemanamanafaktornya tentu banyak dan macemmacem yang penyelesaiannya ngak bisa dilakukan secara parsialn,"['bagaimana', 'isidalam', 'sebuah', 'basis', 'data', 'relasional', 'dapat', 'bocor', 'kemanamanafaktornya', 'tentu', 'banyak', 'dan', 'macemmacem', 'yang', 'penyelesaiannya', 'ngak', 'bisa', 'dilakukan', 'secara', 'parsialn']","['isidalam', 'basis', 'data', 'relasional', 'bocor', 'kemanamanafaktornya', 'macemmacem', 'penyelesaiannya', 'ngak', 'parsialn']",isidalam basis data rasional bocor kemanamanafaktornya macemmacem selesai ngak parsialn
"b'Aku kepikiran, seaman apa data pemerintah kok bobol gini. Sebagai user, bukan admin, gk kebayang kerjaanku yg isinya data orang semua bocor, ntar gimana hebohnya \xf0\x9f\x98\xac https://t.co/EptGku4Mz6'",Aku kepikiran seaman apa data pemerintah kok bobol gini Sebagai user bukan admin gk kebayang kerjaanku yg isinya data orang semua bocor ntar gimana hebohnya,aku kepikiran seaman apa data pemerintah kok bobol gini sebagai user bukan admin gk kebayang kerjaanku yg isinya data orang semua bocor ntar gimana hebohnya,"['aku', 'kepikiran', 'seaman', 'apa', 'data', 'pemerintah', 'kok', 'bobol', 'gini', 'sebagai', 'user', 'bukan', 'admin', 'gk', 'kebayang', 'kerjaanku', 'yg', 'isinya', 'data', 'orang', 'semua', 'bocor', 'ntar', 'gimana', 'hebohnya']","['kepikiran', 'seaman', 'data', 'pemerintah', 'bobol', 'gini', 'user', 'admin', 'gk', 'kebayang', 'kerjaanku', 'yg', 'isinya', 'data', 'orang', 'bocor', 'ntar', 'gimana', 'hebohnya']",pikir aman data perintah bobol gin user admin gk bayang kerja yg isi data orang bocor ntar gimana heboh
"b'Nanti klarifikasinya kan, ""Tidak terjadi peretasan di sistem kami"" atau ""Semua data informasi internal tetap aman dan tidak ada yang bocor"" https://t.co/JG4t0fKlvr'",Nanti klarifikasinya kan Tidak terjadi peretasan di sistem kami atau Semua data informasi internal tetap aman dan tidak ada yang bocor ,nanti klarifikasinya kan tidak terjadi peretasan di sistem kami atau semua data informasi internal tetap aman dan tidak ada yang bocor ,"['nanti', 'klarifikasinya', 'kan', 'tidak', 'terjadi', 'peretasan', 'di', 'sistem', 'kami', 'atau', 'semua', 'data', 'informasi', 'internal', 'tetap', 'aman', 'dan', 'tidak', 'ada', 'yang', 'bocor']","['klarifikasinya', 'peretasan', 'sistem', 'data', 'informasi', 'internal', 'aman', 'bocor']",klarifikasi retas sistem data informasi internal aman bocor
"b'@kikysaputrii Iya nih semenjak ada kasus data bocor, tsel jd gimana gitu,,'", Iya nih semenjak ada kasus data bocor tsel jd gimana gitu, iya nih semenjak ada kasus data bocor tsel jd gimana gitu,"['iya', 'nih', 'semenjak', 'ada', 'kasus', 'data', 'bocor', 'tsel', 'jd', 'gimana', 'gitu']","['iya', 'nih', 'semenjak', 'data', 'bocor', 'tsel', 'jd', 'gimana', 'gitu']",iya nih semenjak data bocor tsel jd gimana gitu
b'@tubirfess Tapi selain dr alamat paket data manusia di indonesia sudah bocor juga \xf0\x9f\x98\xad', Tapi selain dr alamat paket data manusia di indonesia sudah bocor juga , tapi selain dr alamat paket data manusia di indonesia sudah bocor juga ,"['tapi', 'selain', 'dr', 'alamat', 'paket', 'data', 'manusia', 'di', 'indonesia', 'sudah', 'bocor', 'juga']","['dr', 'alamat', 'paket', 'data', 'manusia', 'indonesia', 'bocor']",dr alamat paket data manusia indonesia bocor
b'@tubirfess Data bocor itumah', Data bocor itumah, data bocor itumah,"['data', 'bocor', 'itumah']","['data', 'bocor', 'itumah']",data bocor itumah
"b'Kayaknya ini data bocor, soalnya kena yg emang sering belanja cod https://t.co/hy18TUYvM4'",Kayaknya ini data bocor soalnya kena yg emang sering belanja cod ,kayaknya ini data bocor soalnya kena yg emang sering belanja cod ,"['kayaknya', 'ini', 'data', 'bocor', 'soalnya', 'kena', 'yg', 'emang', 'sering', 'belanja', 'cod']","['kayaknya', 'data', 'bocor', 'kena', 'yg', 'emang', 'belanja', 'cod']",kayak data bocor kena yg emang belanja cod
"b'@tubirfess Eh ini ada yg pernah bikin threadnya, udah sindikat ini dan di thread bilang kalau kemungkinan besar data bocor dibandingin sama kemungkinan orang ngais2 sampah buat liat alamat.'", Eh ini ada yg pernah bikin threadnya udah sindikat ini dan di thread bilang kalau kemungkinan besar data bocor dibandingin sama kemungkinan orangsampah buat liat alamat, eh ini ada yg pernah bikin threadnya udah sindikat ini dan di thread bilang kalau kemungkinan besar data bocor dibandingin sama kemungkinan orangsampah buat liat alamat,"['eh', 'ini', 'ada', 'yg', 'pernah', 'bikin', 'threadnya', 'udah', 'sindikat', 'ini', 'dan', 'di', 'thread', 'bilang', 'kalau', 'kemungkinan', 'besar', 'data', 'bocor', 'dibandingin', 'sama', 'kemungkinan', 'orangsampah', 'buat', 'liat', 'alamat']","['eh', 'yg', 'bikin', 'threadnya', 'udah', 'sindikat', 'thread', 'bilang', 'data', 'bocor', 'dibandingin', 'orangsampah', 'liat', 'alamat']",eh yg bikin threadnya udah sindikat thread bilang data bocor dibandingin orangsampah liat alamat
b'Gila nih hackers dari Amerika latin basis data (database) Polri bocor ke publik haha \xf0\x9f\x98\x82 https://t.co/C7xlMt3kx1',Gila nih hackers dari Amerika latin basis data database Polri bocor ke publik haha,gila nih hackers dari amerika latin basis data database polri bocor ke publik haha,"['gila', 'nih', 'hackers', 'dari', 'amerika', 'latin', 'basis', 'data', 'database', 'polri', 'bocor', 'ke', 'publik', 'haha']","['gila', 'nih', 'hackers', 'amerika', 'latin', 'basis', 'data', 'database', 'polri', 'bocor', 'publik', 'haha']",gila nih hackers amerika latin basis data database polri bocor publik haha
b'@Avatar_Rokupang @KediriFess bisa taunya kalo data bocor itu gimana?',bisa taunya kalo data bocor itu gimana,bisa taunya kalo data bocor itu gimana,"['bisa', 'taunya', 'kalo', 'data', 'bocor', 'itu', 'gimana']","['taunya', 'kalo', 'data', 'bocor', 'gimana']",tau kalo data bocor gimana
b'@redandviollet tapi kan itu minnie kasih waktu nya kali makanya vlive nya yg tadi di hapus takut data bocor \xf0\x9f\x98\x82', tapi kan itu minnie kasih waktu nya kali makanya vlive nya yg tadi di hapus takut data bocor , tapi kan itu minnie kasih waktu nya kali makanya vlive nya yg tadi di hapus takut data bocor ,"['tapi', 'kan', 'itu', 'minnie', 'kasih', 'waktu', 'nya', 'kali', 'makanya', 'vlive', 'nya', 'yg', 'tadi', 'di', 'hapus', 'takut', 'data', 'bocor']","['minnie', 'kasih', 'nya', 'kali', 'vlive', 'nya', 'yg', 'hapus', 'takut', 'data', 'bocor']",minnie kasih nya kali vlive nya yg hapus takut data bocor
b'@CNNIndonesia Data penduduk aja masih banyak yg bocor....', Data penduduk aja masih banyak yg bocor, data penduduk aja masih banyak yg bocor,"['data', 'penduduk', 'aja', 'masih', 'banyak', 'yg', 'bocor']","['data', 'penduduk', 'aja', 'yg', 'bocor']",data duduk aja yg bocor
"b'Hallo @BANKBRI_ID tolong tindaklanjutnya, kenapa data nasabah kartu kredit bri bisa bocor ke CHUBB-life insurance tolong tanggung jawab...'",Hallotolong tindaklanjutnya kenapa data nasabah kartu kredit bri bisa bocor ke CHUBBlife insurance tolong tanggung jawab,hallotolong tindaklanjutnya kenapa data nasabah kartu kredit bri bisa bocor ke chubblife insurance tolong tanggung jawab,"['hallotolong', 'tindaklanjutnya', 'kenapa', 'data', 'nasabah', 'kartu', 'kredit', 'bri', 'bisa', 'bocor', 'ke', 'chubblife', 'insurance', 'tolong', 'tanggung', 'jawab']","['hallotolong', 'tindaklanjutnya', 'data', 'nasabah', 'kartu', 'kredit', 'bri', 'bocor', 'chubblife', 'insurance', 'tolong', 'tanggung']",hallotolong tindaklanjutnya data nasabah kartu kredit bri bocor chubblife insurance tolong tanggung
"b'Mau verifikasi data tokped aja nggak bisa dikasih watermark dulu KTPnya. Selama belum ada perlindungan data konsumen kalau data bocor di Indonesia, jujur saya was-was ya. Mungkin bisa dikasih opsi biar bisa upload KTP via gallery (tidak direct langsung dari kamera) @TokopediaCare'",Mau verifikasi data tokped aja nggak bisa dikasih watermark dulu KTPnya Selama belum ada perlindungan data konsumen kalau data bocor di Indonesia jujur saya waswas ya Mungkin bisa dikasih opsi biar bisa upload KTP via gallery tidak direct langsung dari kamera ,mau verifikasi data tokped aja nggak bisa dikasih watermark dulu ktpnya selama belum ada perlindungan data konsumen kalau data bocor di indonesia jujur saya waswas ya mungkin bisa dikasih opsi biar bisa upload ktp via gallery tidak direct langsung dari kamera ,"['mau', 'verifikasi', 'data', 'tokped', 'aja', 'nggak', 'bisa', 'dikasih', 'watermark', 'dulu', 'ktpnya', 'selama', 'belum', 'ada', 'perlindungan', 'data', 'konsumen', 'kalau', 'data', 'bocor', 'di', 'indonesia', 'jujur', 'saya', 'waswas', 'ya', 'mungkin', 'bisa', 'dikasih', 'opsi', 'biar', 'bisa', 'upload', 'ktp', 'via', 'gallery', 'tidak', 'direct', 'langsung', 'dari', 'kamera']","['verifikasi', 'data', 'tokped', 'aja', 'nggak', 'dikasih', 'watermark', 'ktpnya', 'perlindungan', 'data', 'konsumen', 'data', 'bocor', 'indonesia', 'jujur', 'waswas', 'ya', 'dikasih', 'opsi', 'biar', 'upload', 'ktp', 'via', 'gallery', 'direct', 'langsung', 'kamera']",verifikasi data tokped aja nggak kasih watermark ktpnya lindung data konsumen data bocor indonesia jujur waswas ya kasih opsi biar upload ktp via gallery direct langsung kamera
"b'Tiap hari ditelponin sales kartu kredit, sales rumah, sales mobil \n\nIni data apa bocor apa gimana? \xf0\x9f\x98\x91'",Tiap hari ditelponin sales kartu kredit sales rumah sales mobil nnIni data apa bocor apa gimana ,tiap hari ditelponin sales kartu kredit sales rumah sales mobil nnini data apa bocor apa gimana ,"['tiap', 'hari', 'ditelponin', 'sales', 'kartu', 'kredit', 'sales', 'rumah', 'sales', 'mobil', 'nnini', 'data', 'apa', 'bocor', 'apa', 'gimana']","['ditelponin', 'sales', 'kartu', 'kredit', 'sales', 'rumah', 'sales', 'mobil', 'nnini', 'data', 'bocor', 'gimana']",ditelponin sales kartu kredit sales rumah sales mobil nnini data bocor gimana
